EventName,EventDescription,EventStartTime,EventEndTime,EventCategoryName,EventLocation
"
Erol Evgin
","Türk pop müziğinin duayenlerinden Erol Evgin, 02 Ağustos'ta Çeşme  Açıkhava sahnesinde müzikseverlerleuluşacak.""AltınDüetler"" albümüyle hayranlarının kalbinde yeniden taht kuran ErolEvgin, Samsun'da vereceği konserinde müzikseverler için sürprizledehazırlıyor. Erol Evgin, vereceği konserde ölümsüzeserlerininyanı sıra pop müziğin sevilen klasiklerini deseslendirecek. Dörtneslin birlikte şarkılasöyleyeceği konserdesanatçıya özel orkestrasıeşlik edecek.","  2 Ağustos 2018, Perşembe - 21:00",,Music," Çeşme Açıkhava Tiyatrosu, İzmir"
"
Kızıl Serçe
","Kızıl Serçe, Enka Kültür Sanat Açıkhava Buluşmaları kapsamında 2 Ağustos'ta sizlerle...Yönetmen: Francis LawrenceOyuncula: Jennifer Lawrence, Joel Edgerton, Matthias Schoenaerts, Charlotte Rampling, Mary-Louise Parker and Jeremy IronsTü: Gerilim, CasuslukHayatta annesinden ve baleden başka tutkusu olmayan Dominika, geçirdiği bir kaza sonucu baleye veda etmek zorunda kalmıştır. Gelecek planları bir anda tuzla buz olan genç kadın, onun gibi üstün yetenekli gençlere bedenlerini ve zihinlerini bir silah olarak kullanmayı öğreten gizli istihbarat örgütü Sparrow School'a katılır. Zorlu ve sadistik bir eğitimden geçen genç kadın, programın şimdiye kadarki en tehlikeli öğrencisi olur. Dominika şimdi sahip olduğu güçle geçmişiyle yüzleşmeli ve sevdiği herkesin hayatı tehlikedeyken, Dominika'nın güvenebileceği tek kişi olduğunu söyleyen Amerikalı CIA ajanı Nathaniel Nash'le uzlaşma sağlamalıdır.","  2 Ağustos 2018, Perşembe - 21:15",,Arts," ENKA Eşref Denizhan Açık Hava T., İstanbul"
"
Trakya Müzik Festivali - Cuma
","Trakya'nın en büyük müzik festivali 3-4-5 Ağustos'ta Erikli sahilinde...3/4/5 Ağustos tarihlerinde Erikli Plajı’nda gerçekleştirilecek olan Trakya Müzik Festivali’nde sahne alacak olan sanatçı kadrosu belli olmaya başladı. Trakya Müzik Festivali kapsamında Kenan Doğulu, Duman, Teoman, Haluk Levent, Manga, Manuş Baba, Yeni Türkü, Moğollar, Ceylan Ertem, Cem Adrian, Halil Sezai, Adamlar, Son Feci Bisiklet, Can Kazaz, Oğuzhan Uğur ve İkiye On Kalaşu an sahne alması kesinleşen isimler oldu. ""Deniz, kum, güneş ve birbirinden güzel konserlerle Erikli'nin en güzel günlerinin tadını çıkarmaya, doyasıya eğlenceye ve unutulmaz anlara hazır mısınız? Trakya fest , Edirne Müzik Festivali, Edirne Kültür ve Sanat Festivali gibi birçok festivale imza atan Aziz Gül Organizasyon ve EDN Ajans Organizasyon bu yaz da siz müzikseverleri Erikli sahilinde sınırsız eğlenceye davet ediyor.Line-Up çalışmaları devam ediyor olup, yeni ve sürpriz isimler için takipte kalmanızı öneririz.","  3 Ağustos 2018, Cuma - 12:00",,Music," Erikli Plajı, Edirne"
"
Erol Evgin
","Türk pop müziğinin duayenlerinden Erol Evgin, 03 Ağustos'ta Kuşadası AVM Amfi Tiyatro sahnesinde müzikseverlerleuluşacak.""AltınDüetler"" albümüyle hayranlarının kalbinde yeniden taht kuran ErolEvgin, Samsun'da vereceği konserinde müzikseverler için sürprizledehazırlıyor. Erol Evgin, vereceği konserde ölümsüzeserlerininyanı sıra pop müziğin sevilen klasiklerini deseslendirecek. Dörtneslin birlikte şarkılasöyleyeceği konserdesanatçıya özel orkestrasıeşlik edecek.","  3 Ağustos 2018, Cuma - 21:00",,Music," Kuşadası AVM Amfitiyatro, Aydın"
"
Sıla - ON’dan Kalan Şarkılar
","Sıla ile 10 Yıl..Sıla ON’dan Kalan Şarkılar ile sevenlerine yine unutulmaz bir gece yaşatacak.Sıla, kendi şarkılarının yanı sıra geçmişten bugüne heybesinde biriktirdiği efsane şarkılarla sevenlerine yine unutulmaz bir gece yaşatacak.“Her şeyden biraz kalır"" diyoirileri, çoğulluk haklılıktır. Kavanozda biraz kahve,kutuda biraz ekmek, insanda biraz acı.“ der şair. Her şeyden biraz kaldı bende de. En çok da on’dan kalana olacak cümlelerim. Bir kere ne olduysa oldu çok şarkı oldu. Hep şarkı oldu, hep şiir oldu. Çocuklar okullarından mezun oldu, evler değiştirdik, sevgililer, eşler, işler değiştirdik. Aşık olduk. Gidenler oldu, araflar oldu, kalan sağlaizim oldu, sınavlar verdik, özlemler arttı, jüpiteu ay tekrar akrep burcuna geldi, televizyona daha az bakar olduk, fotoğraflara daha çok. Zamanın nasıl geçtiğine inanamadık. Daha dün gibi dediğimiz her şey on’dan kalan oldu. Kalbim elimde yaşadım her zaman, hem size hem kendime ses oldum, saz oldum, söz oldum. Siz de aldınız beni size kattınız. Hoş geldik, hoş gördük. Beraber oturduk sofralara, dans ettik, gözyaşı olduk, omuz ya da bi kahkaha... Evine bıraktık o kızı, kapının önüne koyduk oğlanı. Aşk ettik, meşk ettik, rest çektik. Belki istifa ettik, yalnızlığımızı bölüştük, mutluluklarımızı çoğalttık, iki ayağımızın üstünde durduk en çok da. Tahmin edebildiğimizden daha çok anımızda olduk belki. Ben hep duydum sizi. Siz de beni...Son on yılda ne olduysa hepsini konuşacağız o akşamlar...""","  3 Ağustos 2018, Cuma - 21:15",,Music," Çeşme Açıkhava Tiyatrosu, İzmir"
"
Trakya Müzik Festivali - Cumartesi
","Trakya'nın en büyük müzik festivali 3-4-5 Ağustos'ta Erikli sahilinde...3/4/5 Ağustos tarihlerinde Erikli Plajı’nda gerçekleştirilecek olan Trakya Müzik Festivali’nde sahne alacak olan sanatçı kadrosu belli olmaya başladı. Trakya Müzik Festivali kapsamında Kenan Doğulu, Duman, Teoman, Haluk Levent, Manga, Manuş Baba, Yeni Türkü, Moğollar, Ceylan Ertem, Cem Adrian, Halil Sezai, Adamlar, Son Feci Bisiklet, Can Kazaz, Oğuzhan Uğur ve İkiye On Kalaşu an sahne alması kesinleşen isimler oldu. ""Deniz, kum, güneş ve birbirinden güzel konserlerle Erikli'nin en güzel günlerinin tadını çıkarmaya, doyasıya eğlenceye ve unutulmaz anlara hazır mısınız? Trakya fest , Edirne Müzik Festivali, Edirne Kültür ve Sanat Festivali gibi birçok festivale imza atan Aziz Gül Organizasyon ve EDN Ajans Organizasyon bu yaz da siz müzikseverleri Erikli sahilinde sınırsız eğlenceye davet ediyor.Line-Up çalışmaları devam ediyor olup, yeni ve sürpriz isimler için takipte kalmanızı öneririz.","  4 Ağustos 2018, Cumartesi - 12:00",,Music," Erikli Plajı, Edirne"
"
Rober Hatemo
","""Pabucumun Dünyası"" adlı şarkıyla büyük çıkış yakalayan Rober Hatemo, 04 Ağustos'ta Winner İncek sahnesinde sevenlerine unutulmaz bimüzik şöleni yaşatacak.Servis noktalarımız aşağıdaki gibidi1.Optimum Avm2.Atlantis Avm3.Gordion Avm4.Cepa Kentpark Avm5.Taurus Avm6.Antares Avm7.Ankamall Avm8.Nata Vega –AvmServis ücreti 15 TL  olup gidiş dönüş olarak hizmet vermektedir.Servis iletişim & Rezervasyon Numaraları0541 239 28 010507 707 88 08","  4 Ağustos 2018, Cumartesi - 19:00",,Music," Winner İncek, Ankara"
"
Koray Avcı
","Kendine has tarzı ve yenilikçi yorumuyla son yıllara damgasını vuran Koray Avcı, Jolly Joker Antalya sahnesinde...Sahne Önü Bistro* Sahne önünde yer alan ilk 7 sıra bistroların bulunduğu alanı kapsar. * Sahne önü bistro bilet sahiplerinin, 0 530 770 49 49 veya 0 530 383 29 29 numaralı telefonu arayarak, rezervasyon yaptırmaları zorunludur.* Sahne önü bistro bilet sahiplerine minimum 2 kişi olması şartı ile bistro imkanı sunulmaktadır. * 18 yaş sınırı vardır.Bistro* Bistro kategori, Sahne Önü Bistro'dan sonra başlayan ve sahneyi gören en uygun yerden bistro imkanı sunulan alanı kapsar.* Bistro bilet sahiplerinin, 0 530 770 49 49 veya 0 530 383 29 29 numaralı telefonu arayarak, rezervasyon yaptırmaları zorunludur.* Bistro bilet sahiplerine minimum 2 kişi olması şartı ile bistro imkanı sunulmaktadır. * 18 yaş sınırı vardır.Ayakta* Sahne Önü Bistro ve Bistro kategori dışında ayakta konserin izlenebileceği alanları kapsar.* 18 yaş sınırı vardır.","  4 Ağustos 2018, Cumartesi - 22:00",,Music," Jolly Joker Antalya, Antalya"
"
Edis
","Edis, 30 Haziran'da Winner İncek Açıkhava Sahnesi'nde.Servis noktalarımız aşağıdaki gibidi1.Optimum Avm2.Atlantis Avm3.Gordion Avm4.Cepa Kentpark Avm5.Taurus Avm6.Antares Avm7.Ankamall Avm8.Nata Vega –AvmServis ücreti 15 TL  olup gidiş dönüş olarak hizmet vermektedir.Servis iletişim & Rezervasyon Numaraları0541 239 28 010507 707 88 08","  5 Ağustos 2018, Pazar - 19:00",,Music," Winner İncek, Ankara"
"
Edis
","Edis, 30 Haziran'da Winner İncek Açıkhava Sahnesi'nde.Servis noktalarımız aşağıdaki gibidi1.Optimum Avm2.Atlantis Avm3.Gordion Avm4.Cepa Kentpark Avm5.Taurus Avm6.Antares Avm7.Ankamall Avm8.Nata Vega –AvmServis ücreti 15 TL  olup gidiş dönüş olarak hizmet vermektedir.Servis iletişim & Rezervasyon Numaraları0541 239 28 010507 707 88 08","  5 Ağustos 2018, Pazar - 19:00",,Music," Winner İncek, Ankara"
"
MSA - Artizan Dondurma
","En geleneksel metotlarla, taze meyveli sorbe çeşitlerinden dondurma soslarına kadar farklı reçeteler için MSA mutfağındaki yerinizi ayırtın.""Mevsim sıcaklarının artmaya başlamasıyla her daim favorimiz olan dondurmayı MSA mutfağına geri taşıyoruz. Farklı tatları, detaylı teknikleri yaratıcı tariflerle buluşturduğumuz bu eğitim dondurma tutkunuzu bir ileri seviyeye taşımanız için birebir.En geleneksel metotlarla, taze meyveli sorbe çeşitlerinden dondurma soslarına kadar farklı reçeteler ile özel teknikler kullanarak dondurmanın üretim aşamalarını en ince ayrıntılarıyla öğreneceksiniz.Kendi dondurmasını üretip misafirlerine sunmak isteyen tüm dondurma tutkunları, butik pastane, restoran, café gibi işletme sahipleri, mutfak çalışanları ve dondurma konusunda kendini geliştirmek isteyen aşçılık ve pastacılık öğrencileri ile mezunları katılabilir.""6-8 Ağustos, 10.00-16.00 (3 gün1. GünVanilya custard dondurmaÇikolatalı dondurmaKahveli dondurmaTahinli cevizli krokan dondurmaÇikolatalı dondurma sosu6 Ağustos Pazartesi 10.00-16.002. GünÇilek sorbeMango & passion sorbeKivi sorbeMargarita granitaKülah yapımıOrman meyveli dondurma sosu7 Ağustos Salı 10.00-16.003. GünSakızlı dondurmaNaneli ve çikolatalı dondurmaLimonlu dondurmaBal badem dondurmaTuzlu karamelli dondurma sosu8 Ağustos Çarşamba, 10.00-16.00","  6 Ağustos 2018, Pazartesi - 10:00",,Family & Education," Mutfak Sanatları Akademisi, İstanbul"
"
MSA-Mutfakta 8 Hafta-Yoğunlaştırılmış Program
","Mutfağa dair duyduğunuz, gördüğünüz, tattığınız her şey, yoğun istek üzerine “Mutfakta 8 Hafta - Yoğunlaştırılmış Program” eğitiminde...""Bıçak. Makarna. Sos. Çorba. Risotto. Et. Balık. Tavuk. Patates. Pilav. Noodle. Mutfağa dair duyduğunuz, gördüğünüz, tattığınız her şey, yoğun istek üzerine yaza özel hazırladığımız “Mutfakta 8 Hafta - Yoğunlaştırılmış Program” eğitiminde.Normalde 8 hafta süren bu eğitimi, 2 hafta boyunca haftada 4 güne çıkartı hızlandırıyoruz ve temel mutfak tekniklerini kapsamlı bir şekilde öğrenir öğrenmez kendi evinizin şefi olarak mutfağınıza geri dönmenizi sağlıyoruz.""6 Ağustos- 16 Ağustos, 10.00-14.00Mutfağın temeli olan bıçak kullanma tekniklerinden sos ve çorba yapımına, et pişirme tekniklerinden deniz ürünlerine ve wok yemeklerine, mutfağın tüm inceliklerini keşfedeceksiniz.Temel mutfak tekniklerini profesyonel şekilde öğrenip, bu tekniklerle birçok çeşitten oluşan yemekler yapmak ve mutfak konusunda pratiğini geliştirerek kapsamlı bir mutfak eğitimi görmek isteyenler katılabilir.Program Detayları-Eğitim süresince katılımcılar 14 kişilik mutfakta, kendi özel istasyonlarında tek kişi olarak çalışacaktır.-Eğitimde kullanılacak şef bıçağı ve soyma bıçağı katılımcılara hediye edilecektir.-Tüm katılımcılara önlük seti ve ders içerikleri ile ilgili reçete kitabı verilecektir.-Eğitimin sonunda eğitmen şeflerin imzaladığı özel sertifika verilecektir.*Derslerin telafisi yapılmaz. Ücret iadesi yoktur. 1. Gün - Bıçak Seçme, Kesim ve Kullanma Teknikleri, Mutfak Set-Up ve HazırlıklarıProfesyonel şefler gibi iyi bıçak kullanmanın temel tekniklerinin gösterileceği bu derste, bıçaklarınızı keskin tutmaktan çeşitli doğrama tekniklerine, meyve dilimlemeden sebze kesme biçimlerine kadar tüm bıçak becerilerinin neden ve nasıllarını öğreneceksiniz. Ders sırasında ve 8 hafta boyunca kullanacağınız bıçak seti hediye.6 Ağustos, Pazartesi, 10.00-14.002. Gün-  Ana Ve Türev Soslar ve Çorbalar, Hazırlama ve Kullanma MetodlarıTavuk suyu (DEMOKahverengi et suyu (DEMOMayonez (DEMOBechamel sosVeloute sos (DEMOFransız soğan çorbasıRosto Domates Çorbası7 Ağustos, Salı, 10.00-14.003. Gün- Et Çeşitleri ve Yapıları, Pişirme Teknikleri ve Püf NoktalarıBonfile ayıklama ve temizleme teknikleri (DEMOT-Bone steak (DEMORoastbeef (DEMOKestane mantarlı ve kremalı bonfileKuzu karski, patates üresi, demi glace sos, sote manta8 Ağustos, Çarşamba, 10.00-14.004. Gün -Tüm Detaylarıyla Tavuk Pişirme YöntemleriÇıtır tavuk kanatları, ev yapımı acılı barbekü sosGermolata marineli tavuk but, chili garlic sos ileParmesan kaplı tavuk göğüs, beurre blanc sosRöşti patates9 Ağustos, Perşembe, 10.00-14.005. Gün - Pilavlar Ve Pirinç Çeşitleri, Pişirme Teknikleri ve Püf NoktalarıÖzbek pilavıYaban mantarlı risottoFirik pilavıKurutulmuş meyveli basmati pilavı13 Ağustos, Pazartesi, 10.00-14.006. Gün-Uzak Doğu Wok Yemekleri, Pad Thai ve Noodle Pişirme TeknikleriPad thaiDana Etli Singapur NoodleYeşil körili tavuk, yasemin pilavı ileSıcak udon noodle salata14 Ağustos, Salı, 10.00-14.007. Gün -Deniz Ürünleri Seçme, Temizleme ve Pişirme TeknikleriAhtapot (DEMODüz balıkların ayıklanması (LevrekYassı balıkların ayıklanması (Dil balığıIstakoz thermidoDEMOAkdeniz usulü levrekDil balığı tempura, tatlı chili sos15 Ağustos, Çarşamba, 10.00-14.008. Gün- Taze Makarna Hamuru Hazırlama ve Makarna SoslarıTaze makarna hamuru yapımıPesto soslu fettucineKöz patlıcan dolgulu ravioli ve domates sosBolognese soslu lazanya16 Ağustos, Perşembe, 10.00-14.00","  6 Ağustos 2018, Pazartesi - 10:00",,Family & Education," Mutfak Sanatları Akademisi, İstanbul"
"
Sıla - ON’dan Kalan Şarkılar
","Sıla ile 10 Yıl..Sıla ON’dan Kalan Şarkılar ile sevenlerine yine unutulmaz bir gece yaşatacak.Sıla, kendi şarkılarının yanı sıra geçmişten bugüne heybesinde biriktirdiği efsane şarkılarla sevenlerine yine unutulmaz bir gece yaşatacak.“Her şeyden biraz kalır"" diyoirileri, çoğulluk haklılıktır. Kavanozda biraz kahve,kutuda biraz ekmek, insanda biraz acı.“ der şair. Her şeyden biraz kaldı bende de. En çok da on’dan kalana olacak cümlelerim. Bir kere ne olduysa oldu çok şarkı oldu. Hep şarkı oldu, hep şiir oldu. Çocuklar okullarından mezun oldu, evler değiştirdik, sevgililer, eşler, işler değiştirdik. Aşık olduk. Gidenler oldu, araflar oldu, kalan sağlaizim oldu, sınavlar verdik, özlemler arttı, jüpiteu ay tekrar akrep burcuna geldi, televizyona daha az bakar olduk, fotoğraflara daha çok. Zamanın nasıl geçtiğine inanamadık. Daha dün gibi dediğimiz her şey on’dan kalan oldu. Kalbim elimde yaşadım her zaman, hem size hem kendime ses oldum, saz oldum, söz oldum. Siz de aldınız beni size kattınız. Hoş geldik, hoş gördük. Beraber oturduk sofralara, dans ettik, gözyaşı olduk, omuz ya da bi kahkaha... Evine bıraktık o kızı, kapının önüne koyduk oğlanı. Aşk ettik, meşk ettik, rest çektik. Belki istifa ettik, yalnızlığımızı bölüştük, mutluluklarımızı çoğalttık, iki ayağımızın üstünde durduk en çok da. Tahmin edebildiğimizden daha çok anımızda olduk belki. Ben hep duydum sizi. Siz de beni...Son on yılda ne olduysa hepsini konuşacağız o akşamlar...""","  6 Ağustos 2018, Pazartesi - 21:15",,Music," Datça Açıkhava Tiyatrosu, Muğla"
"
Sıla - ON’dan Kalan Şarkılar
","Sıla ile 10 Yıl..Sıla ON’dan Kalan Şarkılar ile sevenlerine yine unutulmaz bir gece yaşatacak.Sıla, kendi şarkılarının yanı sıra geçmişten bugüne heybesinde biriktirdiği efsane şarkılarla sevenlerine yine unutulmaz bir gece yaşatacak.“Her şeyden biraz kalır"" diyoirileri, çoğulluk haklılıktır. Kavanozda biraz kahve,kutuda biraz ekmek, insanda biraz acı.“ der şair. Her şeyden biraz kaldı bende de. En çok da on’dan kalana olacak cümlelerim. Bir kere ne olduysa oldu çok şarkı oldu. Hep şarkı oldu, hep şiir oldu. Çocuklar okullarından mezun oldu, evler değiştirdik, sevgililer, eşler, işler değiştirdik. Aşık olduk. Gidenler oldu, araflar oldu, kalan sağlaizim oldu, sınavlar verdik, özlemler arttı, jüpiteu ay tekrar akrep burcuna geldi, televizyona daha az bakar olduk, fotoğraflara daha çok. Zamanın nasıl geçtiğine inanamadık. Daha dün gibi dediğimiz her şey on’dan kalan oldu. Kalbim elimde yaşadım her zaman, hem size hem kendime ses oldum, saz oldum, söz oldum. Siz de aldınız beni size kattınız. Hoş geldik, hoş gördük. Beraber oturduk sofralara, dans ettik, gözyaşı olduk, omuz ya da bi kahkaha... Evine bıraktık o kızı, kapının önüne koyduk oğlanı. Aşk ettik, meşk ettik, rest çektik. Belki istifa ettik, yalnızlığımızı bölüştük, mutluluklarımızı çoğalttık, iki ayağımızın üstünde durduk en çok da. Tahmin edebildiğimizden daha çok anımızda olduk belki. Ben hep duydum sizi. Siz de beni...Son on yılda ne olduysa hepsini konuşacağız o akşamlar...""","  7 Ağustos 2018, Salı - 21:15",,Music," Marmaris Amfi Tiyatro, Muğla"
"
Star Wars: Episode VIII - The Last Jedi
","Star Wars: Episode VIII - The Last Jedi, Enka Kültür Sanat Açıkhava Buluşmaları kapsamında sizlerle...Yönetmen: Rian JohnsonOyuncula: Daisy Ridley, John Boyega, Mark Hamill, Domhnall Gleeson, Carrie Fisher, Laura Dern, Oscar Isaac, Gwendoline Christie, Lupita NyongTü: Bilimkurgu, AksiyonRey, efsanenin ikinci bölümünde de Finn, Poe ve Luke Skywalker ile destansı yolculuğuna devam ediyor. Rey, güçlerinin gücünden rahatsız olan Luke Skywalker'ın rehberliğinde yeni keşfedilen yeteneklerini geliştirir. Bu arada Direniş, İlk Düzen ile savaşa hazırlanır.","  7 Ağustos 2018, Salı - 21:15",,Arts," ENKA Eşref Denizhan Açık Hava T., İstanbul"
"
Ready Player One
","Ready Player One, Enka Kültür Sanat Açıkhava Buluşmaları kapsamında sizlerle!Yönetmen: Steven SpielbergOyuncula: Mark Rylance, Simon Pegg, Tye Sheridan, Olivia Cooke, Ben Mendelsohn, T.J. Miller, Simon PeggTü: Bilimkurgu, AksiyonAilesini küçük yaşta kaybeden Wade Watts, gerçek dünyanın sıkıntılarından kaçmak için zamanını The Oasis adlı bir oyun evreninde geçirir. Oyunun milyoner kurucusu oyun evreninin içine bir anahtar saklamıştır ve öldüğünde tüm servetini ve oyunun kontrolünü bu anahtarı bulana vadetmektedir. Wade de bu macera dolu hazine avının peşine düşmüştür. Bir süre sonra her şey bir oyun olmaktan çıkı acımasız biekabete dönüşür. Zira şirket hissedarları ve paragöz oyuncular hazineye herkesten önce ulaşabilmek için diğer yarışmacıları saf dışı bırakmak için her şeyi yapmaya hazırdır.","  8 Ağustos 2018, Çarşamba - 21:15",,Arts," ENKA Eşref Denizhan Açık Hava T., İstanbul"
